session,chamber,number,type,section,Cosponsr,IntrDate,Title,NameFull,major_topic_label,party_name
113,HR,1466,IH,6,45,2013-04-10,"To establish the Social Work Reinvestment Commission to provide independent counsel to Congress and the Secretary of Health and Human Services on policy issues associated with recruitment, retention, research, and reinvestment in the profession of social work, and for other purposes.",Barbara Lee,Social_Welfare,Democrat
113,HR,1466,IH,7,45,2013-04-10,"To establish the Social Work Reinvestment Commission to provide independent counsel to Congress and the Secretary of Health and Human Services on policy issues associated with recruitment, retention, research, and reinvestment in the profession of social work, and for other purposes.",Barbara Lee,Social_Welfare,Democrat
113,HR,1466,IH,8,45,2013-04-10,"To establish the Social Work Reinvestment Commission to provide independent counsel to Congress and the Secretary of Health and Human Services on policy issues associated with recruitment, retention, research, and reinvestment in the profession of social work, and for other purposes.",Barbara Lee,Social_Welfare,Democrat
113,HR,1466,IH,9,45,2013-04-10,"To establish the Social Work Reinvestment Commission to provide independent counsel to Congress and the Secretary of Health and Human Services on policy issues associated with recruitment, retention, research, and reinvestment in the profession of social work, and for other purposes.",Barbara Lee,Social_Welfare,Democrat
113,HR,1466,IH,10,45,2013-04-10,"To establish the Social Work Reinvestment Commission to provide independent counsel to Congress and the Secretary of Health and Human Services on policy issues associated with recruitment, retention, research, and reinvestment in the profession of social work, and for other purposes.",Barbara Lee,Social_Welfare,Democrat
113,HR,1466,IH,11,45,2013-04-10,"To establish the Social Work Reinvestment Commission to provide independent counsel to Congress and the Secretary of Health and Human Services on policy issues associated with recruitment, retention, research, and reinvestment in the profession of social work, and for other purposes.",Barbara Lee,Social_Welfare,Democrat
113,HR,1467,IH,1,1,2013-04-10,To reduce the annual rates of pay of Members of Congress by 20 percent and prohibit further adjustments to such rates.,Ron Barber,Government_Operations,Democrat
113,HR,1467,IH,2,1,2013-04-10,To reduce the annual rates of pay of Members of Congress by 20 percent and prohibit further adjustments to such rates.,Ron Barber,Government_Operations,Democrat
113,HR,1468,IH,1,1,2013-04-10,"To improve information security, and for other purposes.",Marsha Blackburn,Technology,Republican
113,HR,1468,IH,2,1,2013-04-10,"To improve information security, and for other purposes.",Marsha Blackburn,Technology,Republican
113,HR,1468,IH,3,1,2013-04-10,"To improve information security, and for other purposes.",Marsha Blackburn,Technology,Republican
113,HR,1468,IH,4,1,2013-04-10,"To improve information security, and for other purposes.",Marsha Blackburn,Technology,Republican
113,HR,1468,IH,5,1,2013-04-10,"To improve information security, and for other purposes.",Marsha Blackburn,Technology,Republican
113,HR,1468,IH,6,1,2013-04-10,"To improve information security, and for other purposes.",Marsha Blackburn,Technology,Republican
113,HR,1468,IH,7,1,2013-04-10,"To improve information security, and for other purposes.",Marsha Blackburn,Technology,Republican
113,HR,1468,IH,8,1,2013-04-10,"To improve information security, and for other purposes.",Marsha Blackburn,Technology,Republican
113,HR,1468,IH,9,1,2013-04-10,"To improve information security, and for other purposes.",Marsha Blackburn,Technology,Republican
113,HR,1468,IH,10,1,2013-04-10,"To improve information security, and for other purposes.",Marsha Blackburn,Technology,Republican
113,HR,1468,IH,11,1,2013-04-10,"To improve information security, and for other purposes.",Marsha Blackburn,Technology,Republican
113,HR,1468,IH,12,1,2013-04-10,"To improve information security, and for other purposes.",Marsha Blackburn,Technology,Republican
113,HR,1468,IH,13,1,2013-04-10,"To improve information security, and for other purposes.",Marsha Blackburn,Technology,Republican
113,HR,1468,IH,14,1,2013-04-10,"To improve information security, and for other purposes.",Marsha Blackburn,Technology,Republican
113,HR,1468,IH,15,1,2013-04-10,"To improve information security, and for other purposes.",Marsha Blackburn,Technology,Republican
113,HR,1468,IH,16,1,2013-04-10,"To improve information security, and for other purposes.",Marsha Blackburn,Technology,Republican
113,HR,1468,IH,17,1,2013-04-10,"To improve information security, and for other purposes.",Marsha Blackburn,Technology,Republican
113,HR,1468,IH,18,1,2013-04-10,"To improve information security, and for other purposes.",Marsha Blackburn,Technology,Republican
113,HR,1468,IH,19,1,2013-04-10,"To improve information security, and for other purposes.",Marsha Blackburn,Technology,Republican
113,HR,1468,IH,20,1,2013-04-10,"To improve information security, and for other purposes.",Marsha Blackburn,Technology,Republican
113,HR,1468,IH,21,1,2013-04-10,"To improve information security, and for other purposes.",Marsha Blackburn,Technology,Republican
113,HR,1468,IH,22,1,2013-04-10,"To improve information security, and for other purposes.",Marsha Blackburn,Technology,Republican
113,HR,1468,IH,23,1,2013-04-10,"To improve information security, and for other purposes.",Marsha Blackburn,Technology,Republican
113,HR,1468,IH,24,1,2013-04-10,"To improve information security, and for other purposes.",Marsha Blackburn,Technology,Republican
113,HR,1468,IH,25,1,2013-04-10,"To improve information security, and for other purposes.",Marsha Blackburn,Technology,Republican
113,HR,1468,IH,26,1,2013-04-10,"To improve information security, and for other purposes.",Marsha Blackburn,Technology,Republican
113,HR,1468,IH,27,1,2013-04-10,"To improve information security, and for other purposes.",Marsha Blackburn,Technology,Republican
113,HR,1468,IH,28,1,2013-04-10,"To improve information security, and for other purposes.",Marsha Blackburn,Technology,Republican
113,HR,1468,IH,29,1,2013-04-10,"To improve information security, and for other purposes.",Marsha Blackburn,Technology,Republican
113,HR,1468,IH,30,1,2013-04-10,"To improve information security, and for other purposes.",Marsha Blackburn,Technology,Republican
