session,chamber,number,type,section,Cosponsr,IntrDate,Title,NameFull,major_topic_label,party_name
113,HR,5129,IH,2,6,2014-07-17,To require notification of a Governor of a State if an unaccompanied alien child is placed for custody and care in the State.,Adrian Smith,Immigration,Republican
113,HR,513,IH,1,3,2013-02-05,"To establish the Harriet Tubman National Historical Park in Auburn, New York, and the Harriet Tubman Underground Railroad National Historical Park in Caroline, Dorchester, and Talbot Counties, Maryland, and for other purposes.",Andy Harris,Public_Lands,Republican
113,HR,513,IH,2,3,2013-02-05,"To establish the Harriet Tubman National Historical Park in Auburn, New York, and the Harriet Tubman Underground Railroad National Historical Park in Caroline, Dorchester, and Talbot Counties, Maryland, and for other purposes.",Andy Harris,Public_Lands,Republican
113,HR,513,IH,3,3,2013-02-05,"To establish the Harriet Tubman National Historical Park in Auburn, New York, and the Harriet Tubman Underground Railroad National Historical Park in Caroline, Dorchester, and Talbot Counties, Maryland, and for other purposes.",Andy Harris,Public_Lands,Republican
113,HR,5130,IH,1,49,2014-07-17,To amend the Truth in Lending Act to establish a national usury rate for consumer credit transactions.,Matthew Cartwright,Domestic_Commerce,Democrat
113,HR,5130,IH,2,49,2014-07-17,To amend the Truth in Lending Act to establish a national usury rate for consumer credit transactions.,Matthew Cartwright,Domestic_Commerce,Democrat
113,HR,5130,IH,3,49,2014-07-17,To amend the Truth in Lending Act to establish a national usury rate for consumer credit transactions.,Matthew Cartwright,Domestic_Commerce,Democrat
113,HR,5131,IH,1,2,2014-07-17,"To direct the Secretary of Veterans Affairs to reimburse non-Department of Veterans Affairs medical providers for the provision of certain hospital care and medical services to veterans, and for other purposes.",Tulsi Gabbard,Health,Democrat
113,HR,5131,IH,2,2,2014-07-17,"To direct the Secretary of Veterans Affairs to reimburse non-Department of Veterans Affairs medical providers for the provision of certain hospital care and medical services to veterans, and for other purposes.",Tulsi Gabbard,Health,Democrat
113,HR,5132,IH,1,5,2014-07-17,To amend title 11 of the United States Code to dispense with the requirement of providing assurance of payment for utility services under certain circumstances.,John Conyers,Domestic_Commerce,Democrat
113,HR,5132,IH,2,5,2014-07-17,To amend title 11 of the United States Code to dispense with the requirement of providing assurance of payment for utility services under certain circumstances.,John Conyers,Domestic_Commerce,Democrat
113,HR,5133,IH,1,4,2014-07-17,To amend chapter 9 of title 11 of the United States Code to improve protections for employees and retirees in municipal bankruptcies.,John Conyers,Labor,Democrat
113,HR,5133,IH,2,4,2014-07-17,To amend chapter 9 of title 11 of the United States Code to improve protections for employees and retirees in municipal bankruptcies.,John Conyers,Labor,Democrat
113,HR,5133,IH,3,4,2014-07-17,To amend chapter 9 of title 11 of the United States Code to improve protections for employees and retirees in municipal bankruptcies.,John Conyers,Labor,Democrat
113,HR,5136,IH,1,16,2014-07-17,"To direct the Secretary of Health and Human Services to establish a demonstration project under the Medicaid program under title XIX of the Social Security Act under which payment may be made to States for expenditures for medical assistance with respect to substance use disorder treatment services, and for other purposes.",Marcia Fudge,Health,Democrat
113,HR,5136,IH,2,16,2014-07-17,"To direct the Secretary of Health and Human Services to establish a demonstration project under the Medicaid program under title XIX of the Social Security Act under which payment may be made to States for expenditures for medical assistance with respect to substance use disorder treatment services, and for other purposes.",Marcia Fudge,Health,Democrat
113,HR,5137,IH,1,42,2014-07-17,"To modify the treatment of unaccompanied alien children who are in Federal custody by reason of their immigration status, and for other purposes.",Jason Chaffetz,Immigration,Republican
113,HR,5137,IH,2,42,2014-07-17,"To modify the treatment of unaccompanied alien children who are in Federal custody by reason of their immigration status, and for other purposes.",Jason Chaffetz,Immigration,Republican
113,HR,5137,IH,3,42,2014-07-17,"To modify the treatment of unaccompanied alien children who are in Federal custody by reason of their immigration status, and for other purposes.",Jason Chaffetz,Immigration,Republican
113,HR,5137,IH,4,42,2014-07-17,"To modify the treatment of unaccompanied alien children who are in Federal custody by reason of their immigration status, and for other purposes.",Jason Chaffetz,Immigration,Republican
113,HR,5137,IH,5,42,2014-07-17,"To modify the treatment of unaccompanied alien children who are in Federal custody by reason of their immigration status, and for other purposes.",Jason Chaffetz,Immigration,Republican
113,HR,5137,IH,6,42,2014-07-17,"To modify the treatment of unaccompanied alien children who are in Federal custody by reason of their immigration status, and for other purposes.",Jason Chaffetz,Immigration,Republican
113,HR,5137,IH,7,42,2014-07-17,"To modify the treatment of unaccompanied alien children who are in Federal custody by reason of their immigration status, and for other purposes.",Jason Chaffetz,Immigration,Republican
113,HR,5137,IH,8,42,2014-07-17,"To modify the treatment of unaccompanied alien children who are in Federal custody by reason of their immigration status, and for other purposes.",Jason Chaffetz,Immigration,Republican
113,HR,5137,IH,9,42,2014-07-17,"To modify the treatment of unaccompanied alien children who are in Federal custody by reason of their immigration status, and for other purposes.",Jason Chaffetz,Immigration,Republican
113,HR,5137,IH,10,42,2014-07-17,"To modify the treatment of unaccompanied alien children who are in Federal custody by reason of their immigration status, and for other purposes.",Jason Chaffetz,Immigration,Republican
113,HR,5137,IH,11,42,2014-07-17,"To modify the treatment of unaccompanied alien children who are in Federal custody by reason of their immigration status, and for other purposes.",Jason Chaffetz,Immigration,Republican
