session,chamber,number,type,section,Cosponsr,IntrDate,Title,NameFull,major_topic_label,party_name
110,S,1076,IS,52,1,2007-03-29,"A bill to amend title 49, United States Code, to authorize appropriations for the Federal Aviation Administration for fiscal years 2008 through 2010, to improve aviation safety and capacity, to provide stable, cost-based funding for the national aviation system, and for other purposes.",Daniel Inouye,Transportation,Democrat
110,S,1076,IS,53,1,2007-03-29,"A bill to amend title 49, United States Code, to authorize appropriations for the Federal Aviation Administration for fiscal years 2008 through 2010, to improve aviation safety and capacity, to provide stable, cost-based funding for the national aviation system, and for other purposes.",Daniel Inouye,Transportation,Democrat
110,S,1076,IS,54,1,2007-03-29,"A bill to amend title 49, United States Code, to authorize appropriations for the Federal Aviation Administration for fiscal years 2008 through 2010, to improve aviation safety and capacity, to provide stable, cost-based funding for the national aviation system, and for other purposes.",Daniel Inouye,Transportation,Democrat
110,S,1076,IS,55,1,2007-03-29,"A bill to amend title 49, United States Code, to authorize appropriations for the Federal Aviation Administration for fiscal years 2008 through 2010, to improve aviation safety and capacity, to provide stable, cost-based funding for the national aviation system, and for other purposes.",Daniel Inouye,Transportation,Democrat
110,S,1076,IS,56,1,2007-03-29,"A bill to amend title 49, United States Code, to authorize appropriations for the Federal Aviation Administration for fiscal years 2008 through 2010, to improve aviation safety and capacity, to provide stable, cost-based funding for the national aviation system, and for other purposes.",Daniel Inouye,Transportation,Democrat
110,S,1076,IS,57,1,2007-03-29,"A bill to amend title 49, United States Code, to authorize appropriations for the Federal Aviation Administration for fiscal years 2008 through 2010, to improve aviation safety and capacity, to provide stable, cost-based funding for the national aviation system, and for other purposes.",Daniel Inouye,Transportation,Democrat
110,S,1076,IS,58,1,2007-03-29,"A bill to amend title 49, United States Code, to authorize appropriations for the Federal Aviation Administration for fiscal years 2008 through 2010, to improve aviation safety and capacity, to provide stable, cost-based funding for the national aviation system, and for other purposes.",Daniel Inouye,Transportation,Democrat
110,S,1076,IS,59,1,2007-03-29,"A bill to amend title 49, United States Code, to authorize appropriations for the Federal Aviation Administration for fiscal years 2008 through 2010, to improve aviation safety and capacity, to provide stable, cost-based funding for the national aviation system, and for other purposes.",Daniel Inouye,Transportation,Democrat
110,S,1076,IS,60,1,2007-03-29,"A bill to amend title 49, United States Code, to authorize appropriations for the Federal Aviation Administration for fiscal years 2008 through 2010, to improve aviation safety and capacity, to provide stable, cost-based funding for the national aviation system, and for other purposes.",Daniel Inouye,Transportation,Democrat
110,S,1076,IS,61,1,2007-03-29,"A bill to amend title 49, United States Code, to authorize appropriations for the Federal Aviation Administration for fiscal years 2008 through 2010, to improve aviation safety and capacity, to provide stable, cost-based funding for the national aviation system, and for other purposes.",Daniel Inouye,Transportation,Democrat
110,S,1076,IS,62,1,2007-03-29,"A bill to amend title 49, United States Code, to authorize appropriations for the Federal Aviation Administration for fiscal years 2008 through 2010, to improve aviation safety and capacity, to provide stable, cost-based funding for the national aviation system, and for other purposes.",Daniel Inouye,Transportation,Democrat
110,S,1076,IS,63,1,2007-03-29,"A bill to amend title 49, United States Code, to authorize appropriations for the Federal Aviation Administration for fiscal years 2008 through 2010, to improve aviation safety and capacity, to provide stable, cost-based funding for the national aviation system, and for other purposes.",Daniel Inouye,Transportation,Democrat
110,S,1076,IS,64,1,2007-03-29,"A bill to amend title 49, United States Code, to authorize appropriations for the Federal Aviation Administration for fiscal years 2008 through 2010, to improve aviation safety and capacity, to provide stable, cost-based funding for the national aviation system, and for other purposes.",Daniel Inouye,Transportation,Democrat
110,S,1076,IS,65,1,2007-03-29,"A bill to amend title 49, United States Code, to authorize appropriations for the Federal Aviation Administration for fiscal years 2008 through 2010, to improve aviation safety and capacity, to provide stable, cost-based funding for the national aviation system, and for other purposes.",Daniel Inouye,Transportation,Democrat
110,S,1076,IS,66,1,2007-03-29,"A bill to amend title 49, United States Code, to authorize appropriations for the Federal Aviation Administration for fiscal years 2008 through 2010, to improve aviation safety and capacity, to provide stable, cost-based funding for the national aviation system, and for other purposes.",Daniel Inouye,Transportation,Democrat
