session,chamber,number,type,section,Cosponsr,IntrDate,Title,NameFull,major_topic_label,party_name
113,S,10,IS,12,19,2013-01-22,A bill to reauthorize agricultural programs through 2018.,Harry Reid,Agriculture,Democrat
113,S,10,IS,13,19,2013-01-22,A bill to reauthorize agricultural programs through 2018.,Harry Reid,Agriculture,Democrat
113,S,10,IS,14,19,2013-01-22,A bill to reauthorize agricultural programs through 2018.,Harry Reid,Agriculture,Democrat
113,S,10,IS,15,19,2013-01-22,A bill to reauthorize agricultural programs through 2018.,Harry Reid,Agriculture,Democrat
113,S,10,IS,16,19,2013-01-22,A bill to reauthorize agricultural programs through 2018.,Harry Reid,Agriculture,Democrat
113,S,10,IS,17,19,2013-01-22,A bill to reauthorize agricultural programs through 2018.,Harry Reid,Agriculture,Democrat
113,S,10,IS,18,19,2013-01-22,A bill to reauthorize agricultural programs through 2018.,Harry Reid,Agriculture,Democrat
113,S,10,IS,19,19,2013-01-22,A bill to reauthorize agricultural programs through 2018.,Harry Reid,Agriculture,Democrat
113,S,10,IS,20,19,2013-01-22,A bill to reauthorize agricultural programs through 2018.,Harry Reid,Agriculture,Democrat
113,S,10,IS,21,19,2013-01-22,A bill to reauthorize agricultural programs through 2018.,Harry Reid,Agriculture,Democrat
113,S,10,IS,22,19,2013-01-22,A bill to reauthorize agricultural programs through 2018.,Harry Reid,Agriculture,Democrat
113,S,10,IS,23,19,2013-01-22,A bill to reauthorize agricultural programs through 2018.,Harry Reid,Agriculture,Democrat
113,S,10,IS,24,19,2013-01-22,A bill to reauthorize agricultural programs through 2018.,Harry Reid,Agriculture,Democrat
113,S,10,IS,25,19,2013-01-22,A bill to reauthorize agricultural programs through 2018.,Harry Reid,Agriculture,Democrat
113,S,10,IS,26,19,2013-01-22,A bill to reauthorize agricultural programs through 2018.,Harry Reid,Agriculture,Democrat
113,S,10,IS,27,19,2013-01-22,A bill to reauthorize agricultural programs through 2018.,Harry Reid,Agriculture,Democrat
113,S,10,IS,28,19,2013-01-22,A bill to reauthorize agricultural programs through 2018.,Harry Reid,Agriculture,Democrat
113,S,10,IS,29,19,2013-01-22,A bill to reauthorize agricultural programs through 2018.,Harry Reid,Agriculture,Democrat
113,S,10,IS,30,19,2013-01-22,A bill to reauthorize agricultural programs through 2018.,Harry Reid,Agriculture,Democrat
113,S,10,IS,31,19,2013-01-22,A bill to reauthorize agricultural programs through 2018.,Harry Reid,Agriculture,Democrat
113,S,10,IS,32,19,2013-01-22,A bill to reauthorize agricultural programs through 2018.,Harry Reid,Agriculture,Democrat
113,S,10,IS,33,19,2013-01-22,A bill to reauthorize agricultural programs through 2018.,Harry Reid,Agriculture,Democrat
113,S,10,IS,34,19,2013-01-22,A bill to reauthorize agricultural programs through 2018.,Harry Reid,Agriculture,Democrat
113,S,10,IS,35,19,2013-01-22,A bill to reauthorize agricultural programs through 2018.,Harry Reid,Agriculture,Democrat
113,S,10,IS,36,19,2013-01-22,A bill to reauthorize agricultural programs through 2018.,Harry Reid,Agriculture,Democrat
113,S,10,IS,37,19,2013-01-22,A bill to reauthorize agricultural programs through 2018.,Harry Reid,Agriculture,Democrat
113,S,10,IS,38,19,2013-01-22,A bill to reauthorize agricultural programs through 2018.,Harry Reid,Agriculture,Democrat
113,S,10,IS,39,19,2013-01-22,A bill to reauthorize agricultural programs through 2018.,Harry Reid,Agriculture,Democrat
113,S,10,IS,40,19,2013-01-22,A bill to reauthorize agricultural programs through 2018.,Harry Reid,Agriculture,Democrat
113,S,10,IS,41,19,2013-01-22,A bill to reauthorize agricultural programs through 2018.,Harry Reid,Agriculture,Democrat
113,S,10,IS,42,19,2013-01-22,A bill to reauthorize agricultural programs through 2018.,Harry Reid,Agriculture,Democrat
113,S,10,IS,43,19,2013-01-22,A bill to reauthorize agricultural programs through 2018.,Harry Reid,Agriculture,Democrat
113,S,10,IS,44,19,2013-01-22,A bill to reauthorize agricultural programs through 2018.,Harry Reid,Agriculture,Democrat
113,S,10,IS,45,19,2013-01-22,A bill to reauthorize agricultural programs through 2018.,Harry Reid,Agriculture,Democrat
113,S,10,IS,46,19,2013-01-22,A bill to reauthorize agricultural programs through 2018.,Harry Reid,Agriculture,Democrat
113,S,10,IS,47,19,2013-01-22,A bill to reauthorize agricultural programs through 2018.,Harry Reid,Agriculture,Democrat
113,S,10,IS,48,19,2013-01-22,A bill to reauthorize agricultural programs through 2018.,Harry Reid,Agriculture,Democrat
113,S,10,IS,49,19,2013-01-22,A bill to reauthorize agricultural programs through 2018.,Harry Reid,Agriculture,Democrat
113,S,10,IS,50,19,2013-01-22,A bill to reauthorize agricultural programs through 2018.,Harry Reid,Agriculture,Democrat
113,S,10,IS,51,19,2013-01-22,A bill to reauthorize agricultural programs through 2018.,Harry Reid,Agriculture,Democrat
113,S,10,IS,52,19,2013-01-22,A bill to reauthorize agricultural programs through 2018.,Harry Reid,Agriculture,Democrat
