session,chamber,number,type,section,Cosponsr,IntrDate,Title,NameFull,major_topic_label,party_name
106,S,3283,IS,6,5,2000-12-15,"A bill to reauthorize and amend the Commodity Exchange Act to promote legal certainty, enhance competition, and reduce systematic risk in markets for futures and over-the-counter derivatives, and for other purposes.",Richard Lugar,Domestic_Commerce,Republican
106,S,3283,IS,7,5,2000-12-15,"A bill to reauthorize and amend the Commodity Exchange Act to promote legal certainty, enhance competition, and reduce systematic risk in markets for futures and over-the-counter derivatives, and for other purposes.",Richard Lugar,Domestic_Commerce,Republican
106,S,3283,IS,8,5,2000-12-15,"A bill to reauthorize and amend the Commodity Exchange Act to promote legal certainty, enhance competition, and reduce systematic risk in markets for futures and over-the-counter derivatives, and for other purposes.",Richard Lugar,Domestic_Commerce,Republican
106,S,3283,IS,9,5,2000-12-15,"A bill to reauthorize and amend the Commodity Exchange Act to promote legal certainty, enhance competition, and reduce systematic risk in markets for futures and over-the-counter derivatives, and for other purposes.",Richard Lugar,Domestic_Commerce,Republican
106,S,3283,IS,10,5,2000-12-15,"A bill to reauthorize and amend the Commodity Exchange Act to promote legal certainty, enhance competition, and reduce systematic risk in markets for futures and over-the-counter derivatives, and for other purposes.",Richard Lugar,Domestic_Commerce,Republican
106,S,3283,IS,11,5,2000-12-15,"A bill to reauthorize and amend the Commodity Exchange Act to promote legal certainty, enhance competition, and reduce systematic risk in markets for futures and over-the-counter derivatives, and for other purposes.",Richard Lugar,Domestic_Commerce,Republican
106,S,3283,IS,12,5,2000-12-15,"A bill to reauthorize and amend the Commodity Exchange Act to promote legal certainty, enhance competition, and reduce systematic risk in markets for futures and over-the-counter derivatives, and for other purposes.",Richard Lugar,Domestic_Commerce,Republican
106,S,3283,IS,13,5,2000-12-15,"A bill to reauthorize and amend the Commodity Exchange Act to promote legal certainty, enhance competition, and reduce systematic risk in markets for futures and over-the-counter derivatives, and for other purposes.",Richard Lugar,Domestic_Commerce,Republican
106,S,3283,IS,14,5,2000-12-15,"A bill to reauthorize and amend the Commodity Exchange Act to promote legal certainty, enhance competition, and reduce systematic risk in markets for futures and over-the-counter derivatives, and for other purposes.",Richard Lugar,Domestic_Commerce,Republican
106,S,3283,IS,15,5,2000-12-15,"A bill to reauthorize and amend the Commodity Exchange Act to promote legal certainty, enhance competition, and reduce systematic risk in markets for futures and over-the-counter derivatives, and for other purposes.",Richard Lugar,Domestic_Commerce,Republican
106,S,3283,IS,16,5,2000-12-15,"A bill to reauthorize and amend the Commodity Exchange Act to promote legal certainty, enhance competition, and reduce systematic risk in markets for futures and over-the-counter derivatives, and for other purposes.",Richard Lugar,Domestic_Commerce,Republican
106,S,3283,IS,17,5,2000-12-15,"A bill to reauthorize and amend the Commodity Exchange Act to promote legal certainty, enhance competition, and reduce systematic risk in markets for futures and over-the-counter derivatives, and for other purposes.",Richard Lugar,Domestic_Commerce,Republican
106,S,3283,IS,18,5,2000-12-15,"A bill to reauthorize and amend the Commodity Exchange Act to promote legal certainty, enhance competition, and reduce systematic risk in markets for futures and over-the-counter derivatives, and for other purposes.",Richard Lugar,Domestic_Commerce,Republican
106,S,3283,IS,19,5,2000-12-15,"A bill to reauthorize and amend the Commodity Exchange Act to promote legal certainty, enhance competition, and reduce systematic risk in markets for futures and over-the-counter derivatives, and for other purposes.",Richard Lugar,Domestic_Commerce,Republican
106,S,3283,IS,20,5,2000-12-15,"A bill to reauthorize and amend the Commodity Exchange Act to promote legal certainty, enhance competition, and reduce systematic risk in markets for futures and over-the-counter derivatives, and for other purposes.",Richard Lugar,Domestic_Commerce,Republican
106,S,3283,IS,21,5,2000-12-15,"A bill to reauthorize and amend the Commodity Exchange Act to promote legal certainty, enhance competition, and reduce systematic risk in markets for futures and over-the-counter derivatives, and for other purposes.",Richard Lugar,Domestic_Commerce,Republican
106,S,3283,IS,22,5,2000-12-15,"A bill to reauthorize and amend the Commodity Exchange Act to promote legal certainty, enhance competition, and reduce systematic risk in markets for futures and over-the-counter derivatives, and for other purposes.",Richard Lugar,Domestic_Commerce,Republican
106,S,3283,IS,23,5,2000-12-15,"A bill to reauthorize and amend the Commodity Exchange Act to promote legal certainty, enhance competition, and reduce systematic risk in markets for futures and over-the-counter derivatives, and for other purposes.",Richard Lugar,Domestic_Commerce,Republican
106,S,3283,IS,24,5,2000-12-15,"A bill to reauthorize and amend the Commodity Exchange Act to promote legal certainty, enhance competition, and reduce systematic risk in markets for futures and over-the-counter derivatives, and for other purposes.",Richard Lugar,Domestic_Commerce,Republican
106,S,3283,IS,25,5,2000-12-15,"A bill to reauthorize and amend the Commodity Exchange Act to promote legal certainty, enhance competition, and reduce systematic risk in markets for futures and over-the-counter derivatives, and for other purposes.",Richard Lugar,Domestic_Commerce,Republican
106,S,3283,IS,26,5,2000-12-15,"A bill to reauthorize and amend the Commodity Exchange Act to promote legal certainty, enhance competition, and reduce systematic risk in markets for futures and over-the-counter derivatives, and for other purposes.",Richard Lugar,Domestic_Commerce,Republican
106,S,3283,IS,27,5,2000-12-15,"A bill to reauthorize and amend the Commodity Exchange Act to promote legal certainty, enhance competition, and reduce systematic risk in markets for futures and over-the-counter derivatives, and for other purposes.",Richard Lugar,Domestic_Commerce,Republican
106,S,3283,IS,28,5,2000-12-15,"A bill to reauthorize and amend the Commodity Exchange Act to promote legal certainty, enhance competition, and reduce systematic risk in markets for futures and over-the-counter derivatives, and for other purposes.",Richard Lugar,Domestic_Commerce,Republican
106,S,3283,IS,29,5,2000-12-15,"A bill to reauthorize and amend the Commodity Exchange Act to promote legal certainty, enhance competition, and reduce systematic risk in markets for futures and over-the-counter derivatives, and for other purposes.",Richard Lugar,Domestic_Commerce,Republican
106,S,3283,IS,30,5,2000-12-15,"A bill to reauthorize and amend the Commodity Exchange Act to promote legal certainty, enhance competition, and reduce systematic risk in markets for futures and over-the-counter derivatives, and for other purposes.",Richard Lugar,Domestic_Commerce,Republican
106,S,3283,IS,31,5,2000-12-15,"A bill to reauthorize and amend the Commodity Exchange Act to promote legal certainty, enhance competition, and reduce systematic risk in markets for futures and over-the-counter derivatives, and for other purposes.",Richard Lugar,Domestic_Commerce,Republican
106,S,3283,IS,32,5,2000-12-15,"A bill to reauthorize and amend the Commodity Exchange Act to promote legal certainty, enhance competition, and reduce systematic risk in markets for futures and over-the-counter derivatives, and for other purposes.",Richard Lugar,Domestic_Commerce,Republican
106,S,3283,IS,33,5,2000-12-15,"A bill to reauthorize and amend the Commodity Exchange Act to promote legal certainty, enhance competition, and reduce systematic risk in markets for futures and over-the-counter derivatives, and for other purposes.",Richard Lugar,Domestic_Commerce,Republican
106,S,3283,IS,34,5,2000-12-15,"A bill to reauthorize and amend the Commodity Exchange Act to promote legal certainty, enhance competition, and reduce systematic risk in markets for futures and over-the-counter derivatives, and for other purposes.",Richard Lugar,Domestic_Commerce,Republican
106,S,3283,IS,35,5,2000-12-15,"A bill to reauthorize and amend the Commodity Exchange Act to promote legal certainty, enhance competition, and reduce systematic risk in markets for futures and over-the-counter derivatives, and for other purposes.",Richard Lugar,Domestic_Commerce,Republican
106,S,3283,IS,36,5,2000-12-15,"A bill to reauthorize and amend the Commodity Exchange Act to promote legal certainty, enhance competition, and reduce systematic risk in markets for futures and over-the-counter derivatives, and for other purposes.",Richard Lugar,Domestic_Commerce,Republican
106,S,3283,IS,37,5,2000-12-15,"A bill to reauthorize and amend the Commodity Exchange Act to promote legal certainty, enhance competition, and reduce systematic risk in markets for futures and over-the-counter derivatives, and for other purposes.",Richard Lugar,Domestic_Commerce,Republican
106,S,3283,IS,38,5,2000-12-15,"A bill to reauthorize and amend the Commodity Exchange Act to promote legal certainty, enhance competition, and reduce systematic risk in markets for futures and over-the-counter derivatives, and for other purposes.",Richard Lugar,Domestic_Commerce,Republican
106,S,3283,IS,39,5,2000-12-15,"A bill to reauthorize and amend the Commodity Exchange Act to promote legal certainty, enhance competition, and reduce systematic risk in markets for futures and over-the-counter derivatives, and for other purposes.",Richard Lugar,Domestic_Commerce,Republican
106,S,3283,IS,40,5,2000-12-15,"A bill to reauthorize and amend the Commodity Exchange Act to promote legal certainty, enhance competition, and reduce systematic risk in markets for futures and over-the-counter derivatives, and for other purposes.",Richard Lugar,Domestic_Commerce,Republican
106,S,3283,IS,41,5,2000-12-15,"A bill to reauthorize and amend the Commodity Exchange Act to promote legal certainty, enhance competition, and reduce systematic risk in markets for futures and over-the-counter derivatives, and for other purposes.",Richard Lugar,Domestic_Commerce,Republican
106,S,3283,IS,42,5,2000-12-15,"A bill to reauthorize and amend the Commodity Exchange Act to promote legal certainty, enhance competition, and reduce systematic risk in markets for futures and over-the-counter derivatives, and for other purposes.",Richard Lugar,Domestic_Commerce,Republican
106,S,3283,IS,43,5,2000-12-15,"A bill to reauthorize and amend the Commodity Exchange Act to promote legal certainty, enhance competition, and reduce systematic risk in markets for futures and over-the-counter derivatives, and for other purposes.",Richard Lugar,Domestic_Commerce,Republican
106,S,3283,IS,44,5,2000-12-15,"A bill to reauthorize and amend the Commodity Exchange Act to promote legal certainty, enhance competition, and reduce systematic risk in markets for futures and over-the-counter derivatives, and for other purposes.",Richard Lugar,Domestic_Commerce,Republican
106,S,3283,IS,45,5,2000-12-15,"A bill to reauthorize and amend the Commodity Exchange Act to promote legal certainty, enhance competition, and reduce systematic risk in markets for futures and over-the-counter derivatives, and for other purposes.",Richard Lugar,Domestic_Commerce,Republican
106,S,3283,IS,46,5,2000-12-15,"A bill to reauthorize and amend the Commodity Exchange Act to promote legal certainty, enhance competition, and reduce systematic risk in markets for futures and over-the-counter derivatives, and for other purposes.",Richard Lugar,Domestic_Commerce,Republican
106,S,3283,IS,47,5,2000-12-15,"A bill to reauthorize and amend the Commodity Exchange Act to promote legal certainty, enhance competition, and reduce systematic risk in markets for futures and over-the-counter derivatives, and for other purposes.",Richard Lugar,Domestic_Commerce,Republican
