session,chamber,number,type,section,Cosponsr,IntrDate,Title,NameFull,major_topic_label,party_name
107,S,914,IS,1,2,2001-05-17,"A bill to designate the United States courthouse located at 95 Seventh Street in San Francisco, California, as the ""James R. Browning United States Courthouse"".",Barbara Boxer,Government_Operations,Democrat
107,S,914,IS,2,2,2001-05-17,"A bill to designate the United States courthouse located at 95 Seventh Street in San Francisco, California, as the ""James R. Browning United States Courthouse"".",Barbara Boxer,Government_Operations,Democrat
107,S,915,IS,1,1,2001-05-21,A bill to amend the Internal Revenue Code of 1986 to allow the Secretary of the Treasury to disclose taxpayer identity information through mass communications to notify persons entitled to tax refunds.,Charles Schumer,Government_Operations,Democrat
107,S,915,IS,2,1,2001-05-21,A bill to amend the Internal Revenue Code of 1986 to allow the Secretary of the Treasury to disclose taxpayer identity information through mass communications to notify persons entitled to tax refunds.,Charles Schumer,Government_Operations,Democrat
107,S,916,IS,1,8,2001-05-21,"A bill to provide more child support money to families leaving welfare, and for other purposes.",Herbert Kohl,Social_Welfare,Democrat
107,S,916,IS,2,8,2001-05-21,"A bill to provide more child support money to families leaving welfare, and for other purposes.",Herbert Kohl,Social_Welfare,Democrat
107,S,916,IS,3,8,2001-05-21,"A bill to provide more child support money to families leaving welfare, and for other purposes.",Herbert Kohl,Social_Welfare,Democrat
107,S,916,IS,4,8,2001-05-21,"A bill to provide more child support money to families leaving welfare, and for other purposes.",Herbert Kohl,Social_Welfare,Democrat
107,S,917,IS,1,48,2001-05-21,"A bill to amend the Internal Revenue Code of 1986 to exclude from gross income amounts received on account of claims based on certain unlawful discrimination and to allow income averaging for backpay and frontpay awards received on account of such claims, and for other purposes.",Susan Collins,Civil_Rights,Republican
107,S,917,IS,2,48,2001-05-21,"A bill to amend the Internal Revenue Code of 1986 to exclude from gross income amounts received on account of claims based on certain unlawful discrimination and to allow income averaging for backpay and frontpay awards received on account of such claims, and for other purposes.",Susan Collins,Civil_Rights,Republican
107,S,917,IS,3,48,2001-05-21,"A bill to amend the Internal Revenue Code of 1986 to exclude from gross income amounts received on account of claims based on certain unlawful discrimination and to allow income averaging for backpay and frontpay awards received on account of such claims, and for other purposes.",Susan Collins,Civil_Rights,Republican
107,S,917,IS,4,48,2001-05-21,"A bill to amend the Internal Revenue Code of 1986 to exclude from gross income amounts received on account of claims based on certain unlawful discrimination and to allow income averaging for backpay and frontpay awards received on account of such claims, and for other purposes.",Susan Collins,Civil_Rights,Republican
107,S,918,IS,1,11,2001-05-21,"A bill to provide more child support money to families leaving welfare, to simplify the rules governing the assignment and distribution of child support collected by States on behalf of children, to improve the collection of child support, and for other purposes.",Olympia Snowe,Social_Welfare,Republican
107,S,918,IS,2,11,2001-05-21,"A bill to provide more child support money to families leaving welfare, to simplify the rules governing the assignment and distribution of child support collected by States on behalf of children, to improve the collection of child support, and for other purposes.",Olympia Snowe,Social_Welfare,Republican
107,S,918,IS,3,11,2001-05-21,"A bill to provide more child support money to families leaving welfare, to simplify the rules governing the assignment and distribution of child support collected by States on behalf of children, to improve the collection of child support, and for other purposes.",Olympia Snowe,Social_Welfare,Republican
107,S,918,IS,4,11,2001-05-21,"A bill to provide more child support money to families leaving welfare, to simplify the rules governing the assignment and distribution of child support collected by States on behalf of children, to improve the collection of child support, and for other purposes.",Olympia Snowe,Social_Welfare,Republican
107,S,918,IS,5,11,2001-05-21,"A bill to provide more child support money to families leaving welfare, to simplify the rules governing the assignment and distribution of child support collected by States on behalf of children, to improve the collection of child support, and for other purposes.",Olympia Snowe,Social_Welfare,Republican
107,S,918,IS,6,11,2001-05-21,"A bill to provide more child support money to families leaving welfare, to simplify the rules governing the assignment and distribution of child support collected by States on behalf of children, to improve the collection of child support, and for other purposes.",Olympia Snowe,Social_Welfare,Republican
107,S,918,IS,7,11,2001-05-21,"A bill to provide more child support money to families leaving welfare, to simplify the rules governing the assignment and distribution of child support collected by States on behalf of children, to improve the collection of child support, and for other purposes.",Olympia Snowe,Social_Welfare,Republican
107,S,918,IS,8,11,2001-05-21,"A bill to provide more child support money to families leaving welfare, to simplify the rules governing the assignment and distribution of child support collected by States on behalf of children, to improve the collection of child support, and for other purposes.",Olympia Snowe,Social_Welfare,Republican
107,S,918,IS,9,11,2001-05-21,"A bill to provide more child support money to families leaving welfare, to simplify the rules governing the assignment and distribution of child support collected by States on behalf of children, to improve the collection of child support, and for other purposes.",Olympia Snowe,Social_Welfare,Republican
107,S,918,IS,10,11,2001-05-21,"A bill to provide more child support money to families leaving welfare, to simplify the rules governing the assignment and distribution of child support collected by States on behalf of children, to improve the collection of child support, and for other purposes.",Olympia Snowe,Social_Welfare,Republican
107,S,918,IS,11,11,2001-05-21,"A bill to provide more child support money to families leaving welfare, to simplify the rules governing the assignment and distribution of child support collected by States on behalf of children, to improve the collection of child support, and for other purposes.",Olympia Snowe,Social_Welfare,Republican
107,S,918,IS,12,11,2001-05-21,"A bill to provide more child support money to families leaving welfare, to simplify the rules governing the assignment and distribution of child support collected by States on behalf of children, to improve the collection of child support, and for other purposes.",Olympia Snowe,Social_Welfare,Republican
107,S,918,IS,13,11,2001-05-21,"A bill to provide more child support money to families leaving welfare, to simplify the rules governing the assignment and distribution of child support collected by States on behalf of children, to improve the collection of child support, and for other purposes.",Olympia Snowe,Social_Welfare,Republican
