session,chamber,number,type,section,Cosponsr,IntrDate,Title,NameFull,major_topic_label,party_name
111,S,2826,IS,4,1,2009-12-03,"A bill to amend the Internal Revenue Code of 1986 to extend the renewable production credit for wind and open-loop biomass facilities, and for other purposes.",Charles Grassley,Energy,Republican
111,S,2827,IS,1,1,2009-12-03,A bill to amend the Internal Revenue Code of 1986 to expand the military housing allowance exclusion for purposes of determining area gross income in determining whether a residential rental property for purposes of the exempt facility bond rules.,Charles Schumer,Defense,Democrat
111,S,2827,IS,2,1,2009-12-03,A bill to amend the Internal Revenue Code of 1986 to expand the military housing allowance exclusion for purposes of determining area gross income in determining whether a residential rental property for purposes of the exempt facility bond rules.,Charles Schumer,Defense,Democrat
111,S,2828,IS,1,2,2009-12-03,"A bill to amend the Public Health Service Act to authorize the National Institute of Environmental Health Sciences to conduct a research program on endocrine disruption, to prevent and reduce the production of, and exposure to, chemicals that can undermine the development of children before they are born and cause lifelong impairment to their health and function, and for other purposes.",John Kerry,Health,Democrat
111,S,2828,IS,2,2,2009-12-03,"A bill to amend the Public Health Service Act to authorize the National Institute of Environmental Health Sciences to conduct a research program on endocrine disruption, to prevent and reduce the production of, and exposure to, chemicals that can undermine the development of children before they are born and cause lifelong impairment to their health and function, and for other purposes.",John Kerry,Health,Democrat
111,S,2828,IS,3,2,2009-12-03,"A bill to amend the Public Health Service Act to authorize the National Institute of Environmental Health Sciences to conduct a research program on endocrine disruption, to prevent and reduce the production of, and exposure to, chemicals that can undermine the development of children before they are born and cause lifelong impairment to their health and function, and for other purposes.",John Kerry,Health,Democrat
111,S,2828,IS,4,2,2009-12-03,"A bill to amend the Public Health Service Act to authorize the National Institute of Environmental Health Sciences to conduct a research program on endocrine disruption, to prevent and reduce the production of, and exposure to, chemicals that can undermine the development of children before they are born and cause lifelong impairment to their health and function, and for other purposes.",John Kerry,Health,Democrat
111,S,2829,IS,1,2,2009-12-03,A bill to amend the Internal Revenue Code of 1986 to allow the cost of labor for building envelope improvements to be included for purposes of the nonbusiness energy property tax credit.,Ron Wyden,Macroeconomics,Democrat
111,S,283,IS,1,2,2009-01-21,"A bill to amend the Energy Policy and Conservation Act to modify the conditions for the release of products from the Northeast Home Heating Oil Reserve Account, and for other purposes.",Olympia Snowe,Energy,Republican
111,S,2830,IS,1,5,2009-12-03,A bill to amend the Surface Mining Control and Reclamation Act of 1977 to clarify that uncertified States and Indian tribes have the authority to use certain payments for certain noncoal reclamation projects.,Jeff Bingaman,Public_Lands,Democrat
